ic_mean,ic_std,icir,rankic_mean,rankic_std,rankicir,ic_win_rate,t_stat,n_months
-0.00987785621100561,0.07815024357336002,-0.4378476136484786,-0.020472768493109545,0.08030321431814279,-0.8831495850509101,0.43333333333333335,-1.3845957271986193,120
