year,n_months,rankic_mean,rankic_std,rankicir,win_rate,ic_mean
2016,6,-0.007818469264654574,0.07137076070239365,-0.37948274252717124,0.5,-0.01537640111673133
2017,12,-0.020156760898447045,0.09201636731758618,-0.7588331295807519,0.5,-0.025629645157168895
2018,12,-0.027595072869861667,0.06711896400114263,-1.4242194873077074,0.3333333333333333,-0.019121699366792876
2019,12,-0.021008113904368037,0.06347122816139947,-1.1465705551192953,0.4166666666666667,-0.0067419257981057015
2020,12,-0.022257560705562406,0.054029542739190244,-1.4270424675135962,0.3333333333333333,-0.008383967087643896
2021,12,-0.010348629583712061,0.06467619870433242,-0.5542797068096386,0.4166666666666667,0.008454648077463957
2022,12,0.007170550053836214,0.07429853168117463,0.33432038912303086,0.5833333333333334,0.0238901715104632
2023,12,0.008528543878965901,0.05419365838619026,0.5451512871739875,0.5,0.013418544464784533
2024,12,-0.015504152412431272,0.08498809759164402,-0.6319468365006162,0.5,-0.016321382008851314
2025,12,-0.018730380209817443,0.06996080959622146,-0.9274326685390041,0.3333333333333333,0.005456182729375497
2026,6,-0.030668942070611275,0.09327214337582462,-1.13903602850953,0.16666666666666666,-0.010014928492576075
