year,n_months,g1_ann,gN_ann,long_group,short_group,long_ann,short_ann,bench_ann,ann_excess,excess_maxdd,ir,win_rate,pl_ratio,ls_ann
2016,6,,,G1,G10,,,,,-0.05498494795104625,-5.543346844324703,0.16666666666666666,0.036943327574383636,
2017,12,-0.2938076827298839,-0.2690932157233905,G1,G10,-0.2938076827298839,-0.2690932157233905,-0.20837844474318756,-0.08542923798669633,-0.10824420805156776,-1.644630078090217,0.3333333333333333,0.5360674486073326,-0.14475344160440728
2018,12,-0.31486155482139344,-0.32996128694440074,G1,G10,-0.31486155482139344,-0.32996128694440074,-0.31300874315117466,-0.0018528116702187791,-0.04200042952628691,-0.033166377923363216,0.4166666666666667,1.3614513050612862,-0.10263542392934633
2019,12,0.2219615893254756,0.16697481798361435,G1,G10,0.2219615893254756,0.16697481798361435,0.23191307815818663,-0.00995148883271102,-0.06882715431343733,-0.03379470857484763,0.25,2.9193140997564266,-0.07732557756075775
2020,12,-0.0565351158595504,-0.015704147551606984,G1,G10,-0.0565351158595504,-0.015704147551606984,-0.0023411739685105237,-0.054193941891039876,-0.07257611747112858,-0.6744407398772337,0.4166666666666667,0.9061507323190242,-0.15200468788812838
2021,12,0.024726850276642898,-0.01731223702288498,G1,G10,0.024726850276642898,-0.01731223702288498,0.05826006212485635,-0.03353321184821345,-0.0795837743902359,-0.43815032010312105,0.4166666666666667,1.0199459252361907,-0.08292878813497195
2022,12,-0.1682256241959873,-0.07892057773915728,G1,G10,-0.1682256241959873,-0.07892057773915728,-0.09104207055638247,-0.07718355363960483,-0.08282238669698716,-1.2483470004900084,0.25,1.1144771153366206,-0.20380218091903346
2023,12,-0.3236073380450083,-0.37415715293713825,G1,G10,-0.3236073380450083,-0.37415715293713825,-0.3227519459452467,-0.0008553920997615982,-0.037720609219767165,0.14860304295059246,0.6666666666666666,0.564135359982408,-0.05241925554900706
2024,12,0.16666158275001308,-0.01313114684011052,G1,G10,0.16666158275001308,-0.01313114684011052,0.14896792910812517,0.017693653641887908,-0.05269704590734636,0.354789577807962,0.75,0.4716959924060397,0.03935156681292207
2025,12,0.3366110691415609,0.34526602816743934,G1,G10,0.3366110691415609,0.34526602816743934,0.27964393481905936,0.056967134322501556,-0.033371814987669834,0.7742414932393052,0.5,1.7244643633197714,-0.12803440817949285
2026,6,,,G1,G10,,,,,-0.06223581452260596,-3.0372528655327913,0.16666666666666666,0.09167785736442109,
