year,n_months,g1_ann,gN_ann,bench_ann,ann_excess,excess_maxdd,ir,win_rate,pl_ratio,ls_ann
2016,6,,,,,-0.07080895433934231,-5.121885644380246,0.0,,
2017,12,-0.24038852761282636,-0.36110439225033797,-0.20837844474318756,-0.1527259475071504,-0.19135382175506555,-2.0010246902009805,0.16666666666666666,1.1852719098906217,-0.14894203464355726
2018,12,-0.259110277216977,-0.4083587967572183,-0.31300874315117466,-0.09535005360604365,-0.15146450458098204,-2.022565760728306,0.3333333333333333,0.37335203746275364,-0.20189876469311863
2019,12,0.282553812518199,0.06365097281023324,0.23191307815818663,-0.16826210534795338,-0.16725410999284396,-1.7402263491371512,0.25,0.8964602305873887,-0.16281026606023585
2020,12,0.0012734611960512066,-0.2977415355582923,-0.0023411739685105237,-0.2954003615897818,-0.19784965287969591,-2.6640723074411827,0.16666666666666666,0.37817209940985375,-0.3098260725235097
2021,12,0.1922396965273092,0.09543550651346555,0.05826006212485635,0.0371754443886092,-0.11633713152915548,0.417148505386892,0.4166666666666667,1.961246821934559,-0.07745978396901487
2022,12,-0.06947320188343564,-0.2447948337254615,-0.09104207055638247,-0.15375276316907904,-0.1928212724004884,-2.3482495803901497,0.16666666666666666,0.9402426168940524,-0.1788222689283525
2023,12,-0.2110886534435944,-0.42568668468043924,-0.3227519459452467,-0.10293473873519254,-0.11579793750771328,-3.003801986085069,0.16666666666666666,0.24261807710295505,-0.26974943229172565
2024,12,0.19682537591979798,0.000432099919662976,0.14896792910812517,-0.1485358291884622,-0.12461473047370797,-0.9909396238085693,0.25,1.378009803048515,-0.15403602626759516
2025,12,0.34355147590526847,0.11655501144182345,0.27964393481905936,-0.1630889233772359,-0.15047508749478533,-1.6051708571467995,0.3333333333333333,0.6361103526538914,-0.16802543822055815
2026,6,,,,,-0.09870845577584764,-0.5442703951879531,0.3333333333333333,1.2682830176015079,
