,ann_ret,vol,sharpe,max_dd
G1,-0.004617793496381473,0.2251522556973115,-0.020509647936148182,-0.4842222347265853
G2,-0.056295771960731544,0.2124155001139252,-0.26502666674766356,-0.5740034477107169
G3,-0.034903948190387224,0.21660323566476608,-0.1611423212735732,-0.5362474141582785
G4,-0.06652709629583575,0.21346113861354912,-0.3116590529214625,-0.6209410619503595
G5,-0.0673240456423857,0.2107609594357714,-0.31943319020097005,-0.6256903789633907
G6,-0.0652451709085703,0.21950516426072836,-0.2972375211686229,-0.5880176041223282
G7,-0.0975992247788291,0.2259789660687706,-0.43189517359384416,-0.7268481868668115
G8,-0.1028202288787301,0.24110516158760378,-0.42645386851816164,-0.7476367986636199
G9,-0.12975799564287172,0.2631958990158178,-0.4930091849002305,-0.8226437390932447
G10,-0.20578678892626268,0.29115520553622815,-0.7067941256528791,-0.9097959015603179
LS,-0.25534079238630114,0.15634189095954987,-1.6332205707577447,-0.9450722025438952
LS_gross,-0.18607570708299415,0.15020364051600266,-1.2388228836781734,-0.8671580427942106
BENCH,-0.06325518995173107,0.23451794536523513,-0.26972430554607785,-0.6372066457825398
