ic_mean,ic_std,icir,rankic_mean,rankic_std,rankicir,ic_win_rate,t_stat,n_months
-0.05151948002131405,0.11370409461904779,-1.5695891564048745,-0.08034385369030721,0.10741533640887575,-2.591057130571785,0.30833333333333335,-4.963476724941668,120
