year,n_months,g1_ann,gN_ann,long_group,short_group,long_ann,short_ann,bench_ann,ann_excess,excess_maxdd,ir,win_rate,pl_ratio,ls_ann
2016,6,,,G1,G10,,,,,0.0,2.894819303531449,0.8333333333333334,2.080885852069426,
2017,12,-0.2854636345224997,-0.25696040008576293,G1,G10,-0.2854636345224997,-0.25696040008576293,-0.20837844474318756,-0.07708518977931211,-0.09007371034748146,-3.282915658971335,0.16666666666666666,0.45373410372827444,-0.14824153552690877
2018,12,-0.2858926675212309,-0.301684082679911,G1,G10,-0.2858926675212309,-0.301684082679911,-0.31300874315117466,0.02711607562994378,-0.016816310312430693,0.8879509067904103,0.4166666666666667,3.0648089403450096,-0.09525220503037257
2019,12,0.1966082067012047,0.03887409755764937,G1,G10,0.1966082067012047,0.03887409755764937,0.23191307815818663,-0.03530487145698191,-0.06042275439887035,-0.5577427615744815,0.3333333333333333,1.300238634675668,0.029954334442177544
2020,12,-0.09900235569102911,-0.14767020437124045,G1,G10,-0.09900235569102911,-0.14767020437124045,-0.0023411739685105237,-0.09666118172251859,-0.0691604384766017,-1.2242156442006695,0.25,1.2067386772050483,-0.053714820484896286
2021,12,0.07715753216714516,0.01891748975738783,G1,G10,0.07715753216714516,0.01891748975738783,0.05826006212485635,0.01889747004228881,-0.05685619157866717,0.2598386547369952,0.4166666666666667,1.7050588686506423,-0.05944597347901359
2022,12,-0.0816543701303254,-0.12104833118461811,G1,G10,-0.0816543701303254,-0.12104833118461811,-0.09104207055638247,0.009387700426057077,-0.03678730953256615,0.13002330504874357,0.4166666666666667,1.535358496097887,-0.06509606807992308
2023,12,-0.326672929313104,-0.33142945165668514,G1,G10,-0.326672929313104,-0.33142945165668514,-0.3227519459452467,-0.003920983367857289,-0.044061275297024194,-0.25099940289099487,0.3333333333333333,1.6337424323934493,-0.10720180117761147
2024,12,0.1215437563268198,0.01100049144193238,G1,G10,0.1215437563268198,0.01100049144193238,0.14896792910812517,-0.027424172781305378,-0.039800607952940825,-0.28865928218008785,0.4166666666666667,1.1373993897373895,-0.015904122743839233
2025,12,0.17437891338587508,0.24144085096777212,G1,G10,0.17437891338587508,0.24144085096777212,0.27964393481905936,-0.10526502143318428,-0.06965868349836724,-1.6443459463087622,0.3333333333333333,0.647698267998049,-0.15719247445690532
2026,6,,,G1,G10,,,,,-0.1429364670627894,-0.16001860326480546,0.3333333333333333,1.7538068362795716,
