,mean,std,count,icir
2016,-0.006767856105614451,0.06925165476738351,6,-0.3385412427360647
2017,-0.05226576904171882,0.06182443551529797,12,-2.9285173967991125
2018,-0.017091148091265607,0.03912048219024234,12,-1.5134137002605532
2019,-0.006507790139069318,0.033712712425554826,12,-0.6686986809948611
2020,-0.01839575175671324,0.08659709939573135,12,-0.7358763032107368
2021,-0.011459242840590085,0.049944071691908516,12,-0.7948086787400445
2022,-0.0427682418831466,0.04672625626706319,12,-3.1706699320664824
2023,0.008883774131534504,0.04374375059105275,12,0.7035129796086159
2024,-0.022185443302395674,0.05368259355885754,12,-1.4316117177184218
2025,0.022225858670449506,0.04942829319555662,12,1.557663191272178
2026,-0.0022380796247949432,0.04877960231058772,6,-0.15893805762693294
