year,n_months,rankic_mean,rankic_std,rankicir,win_rate,ic_mean
2016,6,0.007243081790636666,0.02715316676788035,0.9240458596969015,0.6666666666666666,-0.03285138662318934
2017,12,0.027172317778886734,0.06128827983056993,1.5358184332321232,0.5,0.011395374246480036
2018,12,0.012857150195056885,0.05648381987511077,0.7885173994117709,0.6666666666666666,0.0037805066310488892
2019,12,0.008557034526277684,0.04631810106226746,0.6399752244466677,0.5833333333333334,0.0058101337929893524
2020,12,0.02479359079317983,0.04276253376789018,2.0084758863426053,0.75,0.021788725382614848
2021,12,0.004698277368992758,0.056580669518242886,0.2876478903637831,0.3333333333333333,-0.01280905428168441
2022,12,0.015805244953869906,0.06367588724674957,0.8598384245543973,0.5833333333333334,0.01894524094528759
2023,12,-0.01257394585868384,0.03529603179507756,-1.2340601462115626,0.16666666666666666,-0.011006495731414498
2024,12,-0.011126614857377592,0.04440847551318632,-0.8679362228278376,0.5,-0.017852087484863815
2025,12,-0.0040479320775136576,0.04656220914724659,-0.3011551278277824,0.5833333333333334,0.0022407369220261517
2026,6,0.04049337601370207,0.036049680557247867,3.8911071355733142,0.8333333333333334,0.03316502061163353
