year,n_months,rankic_mean,rankic_std,rankicir,win_rate,ic_mean
2016,6,0.02840250257831491,0.07849622283724694,1.2534253432740798,0.6666666666666666,0.0063788373813925435
2017,12,-0.01272344695935713,0.07471786435941724,-0.5898898950057243,0.4166666666666667,-0.011172942194446605
2018,12,0.0072826471121561,0.050620535012249945,0.49837145375079944,0.5833333333333334,0.0018583170977814936
2019,12,0.007985005401678255,0.0657322927629377,0.4208109735133651,0.5,0.021286780878858307
2020,12,-0.0006432702159961298,0.10055806242612195,-0.0221598680447859,0.3333333333333333,-0.004607729163378988
2021,12,0.0041960232916957345,0.07023061613352768,0.20696744329115593,0.6666666666666666,0.011304030523320087
2022,12,0.005483790582001879,0.0916808556045741,0.20720146738292605,0.5833333333333334,-0.008955574955463492
2023,12,-0.0002335564365713872,0.05299119772491534,-0.015267879645837036,0.5833333333333334,-0.032909131965220405
2024,12,-0.030020669680386584,0.06240950163706466,-1.6663272033818377,0.3333333333333333,-0.017969810372933156
2025,12,-0.001112636891672486,0.07843648951168107,-0.049138956594054525,0.4166666666666667,-0.010404385376657855
2026,6,0.02203061010265277,0.07352382695197682,1.0379801379070854,0.5,0.01942511855547493
