universe,factor,variant,ic_mean,icir,rankic_mean,rankicir,ic_win_rate,n_months,g1_ann,gN_ann,ls_ann,ls_sharpe,ls_ann_gross,ls_sharpe_gross,effective_sign,ls_eff_ann,ls_eff_sharpe,long_group,short_group,turnover_mean,ls_turnover_mean,bench_ann
zz500,C1_entropy_20d,S2,0.013700758764414426,0.5994192806032839,0.0044077343481910706,0.17288128741656564,0.6166666666666667,120,-0.057921841798563856,-0.032652591017594434,-0.03751536076878237,-0.4728298920186367,0.02799016961971157,0.3547025074089673,1,-0.03751536076878237,-0.4728298920186367,G5,G1,1.1983092957249946,1.8266757282048887,-0.025198620272763428
zz500,C2_entropy_diff_20d,S2,0.011372501491594163,0.6047029448888716,0.019755021240206404,1.0119394559198327,0.5333333333333333,120,-0.0846712591633132,-0.0421980365698158,-0.05721782622664484,-0.8149846445107242,0.0398315367097446,0.5652840776597777,1,-0.05721782622664484,-0.8149846445107242,G5,G1,1.4893569615255222,2.719333461759996,-0.025198620272763428
zz500,C3_entropy_std_20d,S2,-0.011046168545322024,-0.6585300829900265,-0.00023640590744608003,-0.012700118546492592,0.4083333333333333,120,-0.04901373125860742,-0.08291190008853677,-0.0627138861129759,-1.0888394821878686,0.038402000910076506,0.670110044105117,-1,-0.0627138861129759,-1.0888394821878686,G1,G5,1.5183928784992207,2.841776735331103,-0.025198620272763428
zz1000,A1_tau_20d,S1,-0.0006140858961019744,-0.038801244041531895,0.005908003142257834,0.4067467816206886,0.44166666666666665,120,-0.11189593402062481,-0.09392973558369444,-0.10774011798223748,-1.3722495989141794,0.01271362172728896,0.16149239091858447,1,-0.10774011798223748,-1.3722495989141794,G10,G1,1.8357291674481202,3.502294835458015,-0.06325518995173107
zz1000,A1v_tau_vol_20d,S1,-0.005968037226077852,-0.3855568658550906,-0.003783730716865226,-0.2558779587250677,0.4666666666666667,120,-0.09945299906929117,-0.10321208224726597,-0.1150718568356972,-1.513784944301661,0.004631495730321955,0.061006643745369814,-1,-0.1150718568356972,-1.513784944301661,G1,G10,1.8341804240512551,3.5058898622839867,-0.06325518995173107
zz1000,A2a_high_tau_ret_std_20d,S1,-0.01332315919972979,-0.515664850101925,-0.03306620093171065,-1.2278835820249387,0.4166666666666667,120,-0.09159019958937065,-0.12221013385671553,-0.05662228675789749,-0.3967433578666208,0.011930949913893985,0.08325671162890343,-1,-0.05662228675789749,-0.3967433578666208,G1,G10,1.435824296986752,1.9454137864726777,-0.06325518995173107
zz1000,A2b_low_tau_cum_ret_20d,S1,-0.03286207885557382,-1.5427580127817127,-0.046822054354390595,-2.215513883361589,0.375,120,-0.0694441548467658,-0.18945643396111755,0.00724693761129247,0.06030644302905745,0.12675095086855626,1.0546723137473117,-1,0.00724693761129247,0.06030644302905745,G1,G10,1.7341894832967681,3.129025574439343,-0.06325518995173107
zz1000,A2c_high_tau_vol_share_20d,S1,0.049238212894838304,1.809186944461287,0.08523069685796128,3.125107529605092,0.7166666666666667,120,-0.21220045744208438,-0.041581141375167885,0.06674289002424394,0.4865218194232704,0.17982090594644062,1.3100097577368572,1,0.06674289002424394,0.4865218194232704,G10,G1,1.6720090686263462,2.82364397480958,-0.06325518995173107
zz1000,A2d_high_tau_turnover_20d,S1,-0.05151948002131405,-1.5695891564048745,-0.08034385369030721,-2.591057130571785,0.30833333333333335,120,-0.002707171523474994,-0.20342151995761382,0.10591167368888965,0.7064019020296097,0.19749580366087915,1.3148536412460523,-1,0.10591167368888965,0.7064019020296097,G1,G10,1.4780992744430443,2.235066271230836,-0.06325518995173107
zz1000,A3_tort_vol_joint_20d,S1,0.05689343424006553,2.0288859969269994,0.09416036650572636,3.295188242586775,0.725,120,-0.22061955868754468,-0.02756510532264489,0.10145761129988129,0.7070951130808529,0.21623490349545094,1.5033840338017095,1,0.10145761129988129,0.7070951130808529,G10,G1,1.6688701054442148,2.786003520534309,-0.06325518995173107
zz1000,B1_lead_lag_20d,S1,0.02018162790413946,1.4416457949266985,0.019211715004091526,1.3395240413760952,0.6833333333333333,120,-0.1693074730407056,-0.08273359985849205,-0.030274033594110072,-0.4133259017905234,0.0974177678249406,1.3337426640424188,1,-0.030274033594110072,-0.4133259017905234,G10,G1,1.7862188342613485,3.443902203146946,-0.06325518995173107
zz1000,B2_path_asym_20d,S1,-0.005446433960135488,-0.31266910667474435,-0.013707054300492462,-0.7238603045949361,0.5,120,-0.12070234989287376,-0.11108707450480926,-0.11439416862298446,-1.2348349452761471,-0.0004332919774477917,-0.004683581096051654,1,-0.11439416862298446,-1.2348349452761471,G10,G1,1.765203177771362,3.34384452083244,-0.06325518995173107
zz1000,B2a_path_asym_amt_20d,S1,-0.005609396829192272,-0.32292213665221625,-0.01431733367114952,-0.7558511711277682,0.5083333333333333,120,-0.11844703100994203,-0.11287271268845633,-0.11908573391918098,-1.2847464467757923,-0.0054613909887767376,-0.059016584348860444,1,-0.11908573391918098,-1.2847464467757923,G10,G1,1.7668071524948197,3.3497523704434644,-0.06325518995173107
zz1000,B3_cond_lead_lag_20d,S1,-0.012733399626687956,-1.035028527388768,-0.01042535095082261,-0.7742679081565029,0.43333333333333335,120,-0.08298214483115385,-0.12797314324473608,-0.0647774969181838,-1.0382859911616427,0.050126081330034156,0.8034226589565754,-1,-0.0647774969181838,-1.0382859911616427,G1,G10,1.7492233371611559,3.2159877606084564,-0.06325518995173107
zz1000,B4_cross_20d,S1,-0.009203545311631334,-0.8249374423283712,-0.018870912063391823,-1.7458388842504753,0.4166666666666667,120,-0.09929110214291914,-0.1248961298567195,-0.09652207290476145,-1.61228912661717,0.02362425284256653,0.3969564656563062,-1,-0.09652207290476145,-1.61228912661717,G1,G10,1.785539937369567,3.4557665598714817,-0.06325518995173107
zz1000,B5a_corr_decay_20d,S1,-0.014815137220548232,-1.312822783130638,-0.012847698146340807,-1.1048437567151512,0.325,120,-0.08324093594094639,-0.14553267159300076,-0.05391079592820247,-0.8924124308999788,0.07066480800799346,1.1701005841976042,-1,-0.05391079592820247,-0.8924124308999788,G1,G10,1.7840275450933,3.43737542972111,-0.06325518995173107
zz1000,B5b_slope_div_20d,S1,-0.0004909031844444679,-0.023304157895794726,0.0039133507585226565,0.1722246377497457,0.48333333333333334,120,-0.10452609837808213,-0.12118583523099924,-0.09644933723899707,-0.9165176392925338,0.021810083267820968,0.207155626157934,-1,-0.09644933723899707,-0.9165176392925338,G1,G10,1.777230126211723,3.4039430095325414,-0.06325518995173107
zz1000,B5c_high_vol_ratio_20d,S1,-0.040789356863755545,-1.9702427544567265,-0.072568635645955,-3.3438733160438536,0.25,120,-0.0363292888313419,-0.1866374159206653,0.04319694302278432,0.44881272644086423,0.16147586858484497,1.677972549628675,-1,0.04319694302278432,0.44881272644086423,G1,G10,1.7075429186841806,3.0061098721483663,-0.06325518995173107
zz1000,C1_entropy_20d,S1,-0.009471545461299021,-0.37003075426426985,-0.028223641109642553,-0.9617378633265908,0.4666666666666667,120,-0.06943791531812504,-0.12946438689335016,-0.025402933482478574,-0.23609733527388949,0.049731923263927724,0.46577755375663854,-1,-0.025402933482478574,-0.23609733527388949,G1,G10,1.5000147995536348,2.061324914326767,-0.06325518995173107
zz1000,C2_entropy_diff_20d,S1,0.02914012062012885,1.5922649402941778,0.04799310233260937,2.2637264720403163,0.6666666666666666,120,-0.13571899879522176,-0.04480403928087373,-0.018955506561753488,-0.23050174943108132,0.09195034434578386,1.1213267385829113,1,-0.018955506561753488,-0.23050174943108132,G10,G1,1.7071613032174338,2.982184572061375,-0.06325518995173107
zz1000,C3_entropy_std_20d,S1,-0.024989990786317487,-1.5271001161663011,-0.019270383244936382,-1.0610006783802926,0.3416666666666667,120,-0.11052819739219888,-0.17830086653479604,-0.04080551523340781,-0.5453890895717622,0.08022046504858671,1.0649091169613953,-1,-0.04080551523340781,-0.5453890895717622,G1,G10,1.7512529108662502,3.305918461691946,-0.06325518995173107
zz1000,A1_tau_20d,S2,0.002244989741670624,0.1478965130072646,0.009000335172485809,0.6254071363820181,0.4583333333333333,120,-0.13679044469564838,-0.08687201408313272,-0.0743652819111702,-0.9193580235883466,0.05037815274995561,0.6220212600873319,1,-0.0743652819111702,-0.9193580235883466,G10,G1,1.8375114427171388,3.507014789608601,-0.06325518995173107
zz1000,A1v_tau_vol_20d,S2,-0.001706016761542709,-0.11757163992296613,0.0033420608791372756,0.22821113624414255,0.5,120,-0.11790169256925498,-0.09633541539364976,-0.10525693809095693,-1.359435901689112,0.015793183207303274,0.20397729011275237,1,-0.10525693809095693,-1.359435901689112,G10,G1,1.8366786649380158,3.5098157938356707,-0.06325518995173107
zz1000,A2a_high_tau_ret_std_20d,S2,0.017795691700333884,1.0084072146032332,0.017214466757182197,0.8528373129427466,0.625,120,-0.1469562032210876,-0.04705891018395081,0.026773860774987446,0.32868185372023434,0.09899942026738962,1.2204899212144484,1,0.026773860774987446,0.32868185372023434,G10,G1,1.4512306509546007,1.8964835952291461,-0.06325518995173107
zz1000,A2b_low_tau_cum_ret_20d,S2,-0.014918605594015526,-0.7893533730399768,-0.021345760838978975,-1.085789529098839,0.475,120,-0.09563802306872027,-0.1467736745867031,-0.06464927939891452,-0.6514714712492702,0.049016732289163256,0.49455285020126066,-1,-0.06464927939891452,-0.6514714712492702,G1,G10,1.7414425549483947,3.181605419824696,-0.06325518995173107
zz1000,A2c_high_tau_vol_share_20d,S2,0.011768020006102402,0.6672510314043943,0.027990666607230527,1.5640639729088266,0.5833333333333334,120,-0.14627420959029647,-0.08269053949656646,-0.048495087501395195,-0.5444632672628772,0.06055609278662599,0.6778346559530956,1,-0.048495087501395195,-0.5444632672628772,G10,G1,1.7136338894108072,3.014769522787047,-0.06325518995173107
zz1000,A2d_high_tau_turnover_20d,S2,0.011856278079775653,0.655130417599471,0.012120815476242698,0.6159490598473014,0.5916666666666667,120,-0.17691388345696946,-0.10385287461664183,-0.03221510577808506,-0.3429631682517668,0.0805225906516176,0.8528237799089813,1,-0.03221510577808506,-0.3429631682517668,G10,G1,1.6793571678031993,3.0666730606222545,-0.06325518995173107
zz1000,A3_tort_vol_joint_20d,S2,0.012844052198946194,0.7631099628692721,0.03173725404134497,1.8266936841503931,0.55,120,-0.13271553807057856,-0.08187584462902775,-0.06500899384799042,-0.6996926233175013,0.04432321413602547,0.4749083635810043,1,-0.06500899384799042,-0.6996926233175013,G10,G1,1.7239152343258803,3.068687106226778,-0.06325518995173107
zz1000,B1_lead_lag_20d,S2,0.011302017686965659,0.9743226694529975,0.008976787002685997,0.7702198026694669,0.6083333333333333,120,-0.1471339383139395,-0.087651127434896,-0.05938178004573913,-0.8956904043453217,0.06609155183752913,0.998612723135215,1,-0.05938178004573913,-0.8956904043453217,G10,G1,1.7907837580775923,3.4778185790274905,-0.06325518995173107
zz1000,B2_path_asym_20d,S2,-0.003781981993037246,-0.23131649296156093,-0.009448659005489145,-0.514761092843171,0.49166666666666664,120,-0.1150174393657254,-0.10146832223096103,-0.11112293331408007,-1.3365255938127767,0.003172968600448467,0.03822231008414543,1,-0.11112293331408007,-1.3365255938127767,G10,G1,1.766403874077911,3.3428443869299977,-0.06325518995173107
zz1000,B2a_path_asym_amt_20d,S2,-0.003771861554446543,-0.23102019172472515,-0.009767064931266055,-0.5316792663542095,0.5,120,-0.1136508458753559,-0.1022946391697287,-0.11362140651000063,-1.3751921402887222,0.0005448195916781806,0.006607094643264082,1,-0.11362140651000063,-1.3751921402887222,G10,G1,1.7672797513019776,3.3473153399062436,-0.06325518995173107
zz1000,B3_cond_lead_lag_20d,S2,-0.01743717885945067,-1.662358902975554,-0.018719647498827915,-1.6757673948851857,0.36666666666666664,120,-0.06861823638991615,-0.13460092022866343,-0.04206353544661812,-0.7070604550527294,0.07614438864556283,1.2802840666056503,-1,-0.04206353544661812,-0.7070604550527294,G1,G10,1.7528176281881078,3.2357945315520142,-0.06325518995173107
zz1000,B4_cross_20d,S2,-0.006229171647428413,-0.5395110306572493,-0.011371475510414791,-1.0489188084346017,0.44166666666666665,120,-0.1076848861558275,-0.11710180925298563,-0.11119885971337384,-1.8720692009600084,0.007309269043391575,0.12378313868449037,-1,-0.11119885971337384,-1.8720692009600084,G1,G10,1.7872847467976172,3.4597195970853374,-0.06325518995173107
zz1000,B5a_corr_decay_20d,S2,-0.00926651428234915,-0.8379610236230499,-0.006001584084157318,-0.5246748637362888,0.4166666666666667,120,-0.10131668435006203,-0.1335505712856907,-0.08568546214949058,-1.4090473602812175,0.03551548660902637,0.5855859195557815,-1,-0.08568546214949058,-1.4090473602812175,G1,G10,1.786583774114035,3.4491186762483417,-0.06325518995173107
zz1000,B5b_slope_div_20d,S2,0.0015501630534234645,0.07970496084622193,0.004864823017443209,0.2343377440330606,0.5,120,-0.10370584294077956,-0.10734944350963938,-0.10979638573867512,-1.1199559302604343,0.0069424238244844005,0.07086901469272984,-1,-0.10979638573867512,-1.1199559302604343,G1,G10,1.7786276976408422,3.405785000635569,-0.06325518995173107
zz1000,B5c_high_vol_ratio_20d,S2,-0.013828657073845797,-0.9078398425982517,-0.028307247753445827,-1.846029993844889,0.425,120,-0.08104881083838755,-0.1439173103006457,-0.04933766477084167,-0.6923719237362868,0.06487704651979231,0.91091708725651,-1,-0.04933766477084167,-0.6923719237362868,G1,G10,1.7331470072435138,3.1524273607180944,-0.06325518995173107
zz1000,C1_entropy_20d,S2,0.007662546376467083,0.33287019852544875,-0.00512037714956792,-0.19362917443676397,0.525,120,-0.09927822478595205,-0.09754277224137065,-0.06926479796770668,-0.7109705201254105,0.007411725357940657,0.07600594247839122,1,-0.06926479796770668,-0.7109705201254105,G10,G1,1.5364393024937313,2.192486838343324,-0.06325518995173107
zz1000,C2_entropy_diff_20d,S2,0.013814068290020432,0.8987776195453399,0.024734241588486753,1.3783047568079598,0.6166666666666667,120,-0.10284704802024203,-0.067287987657205,-0.07686017422477698,-1.0282340984725398,0.030830073930734114,0.415389054411106,1,-0.07686017422477698,-1.0282340984725398,G10,G1,1.7205631247371955,3.056754955387565,-0.06325518995173107
zz1000,C3_entropy_std_20d,S2,-0.01956223893181895,-1.153996100404754,-0.007500582240780733,-0.3769046571383884,0.4,120,-0.10899568553248518,-0.15812117175290397,-0.056379829747507104,-0.6697883750951938,0.06106771007533918,0.7260367572355289,-1,-0.056379829747507104,-0.6697883750951938,G1,G10,1.7462763562518644,3.257611500729299,-0.06325518995173107
zzall,A1_tau_20d,S1,0.0004552797933896124,0.03807864147963388,0.010522459608464567,0.9522877529298791,0.5166666666666667,120,-0.12190434291033381,-0.09824475498898932,-0.10010196229422164,-1.7102606155089333,0.020357293462708093,0.3492791035220213,1,-0.10010196229422164,-1.7102606155089333,G10,G1,1.8340196044736032,3.476301175326041,-0.02277343760052075
zzall,A1v_tau_vol_20d,S1,-0.0026229987385454926,-0.2209668230053191,0.002480187597270686,0.21818538594197695,0.4666666666666667,120,-0.11418463694057313,-0.09698384664709403,-0.1072327509793608,-1.9868732654704042,0.012642979499527085,0.2350571589727272,1,-0.1072327509793608,-1.9868732654704042,G10,G1,1.8317329476365443,3.484427195729546,-0.02277343760052075
zzall,A2a_high_tau_ret_std_20d,S1,-0.017852458390073753,-0.7025693848652643,-0.04131711529077785,-1.5840625606503398,0.4083333333333333,120,-0.05347433816673697,-0.11118961315364306,-0.03008118852055819,-0.21207321743945498,0.039204516599524286,0.2755282462634276,-1,-0.03008118852055819,-0.21207321743945498,G1,G10,1.4215412814038904,1.9176691099190826,-0.02277343760052075
zzall,A2b_low_tau_cum_ret_20d,S1,-0.028488185881644323,-1.3176879239116661,-0.043492489786494754,-1.9861700389647896,0.35,120,-0.045750892894346085,-0.15998428395664055,-0.0016715314716685414,-0.013220102427555482,0.11625828600846644,0.9209460515994532,-1,-0.0016715314716685414,-0.013220102427555482,G1,G10,1.7281409808654913,3.1130125414586853,-0.02277343760052075
zzall,A2c_high_tau_vol_share_20d,S1,0.05106347852876095,2.029436477001869,0.08959917001180553,3.3606240705787305,0.7583333333333333,120,-0.20705798514495855,-0.012524748982770118,0.09610897461766021,0.7983707720551632,0.21167498203228008,1.7554314097623034,1,0.09610897461766021,0.7983707720551632,G10,G1,1.667671426378549,2.8164378015795912,-0.02277343760052075
zzall,A2d_high_tau_turnover_20d,S1,-0.04626253653654164,-1.6336894774710127,-0.07822866774671072,-2.8178308081892425,0.30833333333333335,120,0.03613165748391456,-0.17487346482101906,0.11692978013627187,0.8837770020217747,0.2068341230470927,1.5647522016657087,-1,0.11692978013627187,0.8837770020217747,G1,G10,1.4284489403788092,2.175585800650909,-0.02277343760052075
zzall,A3_tort_vol_joint_20d,S1,0.055411548601676595,2.1604257443480117,0.09319210484342018,3.5326487583299047,0.75,120,-0.22179907899499174,-0.008109019708002818,0.1286762805177697,1.0209485425056277,0.24556046791247543,1.9441611253785394,1,0.1286762805177697,1.0209485425056277,G10,G1,1.6654003161545874,2.775491688399539,-0.02277343760052075
zzall,B1_lead_lag_20d,S1,0.018732495477018326,1.8338878713514812,0.016345273515230616,1.436608485750117,0.7416666666666667,120,-0.14179891395054656,-0.06275333215905021,-0.03898655728798739,-0.7344180222581081,0.08704406733689773,1.6396007808676623,1,-0.03898655728798739,-0.7344180222581081,G10,G1,1.7829956816637658,3.428873857590096,-0.02277343760052075
zzall,B2_path_asym_20d,S1,-0.007332884855261361,-0.45327652132167984,-0.0137733430541437,-0.7442024401771146,0.49166666666666664,120,-0.07122956520254331,-0.09023186416009266,-0.09148749175801318,-1.1098575358958547,0.023718490799155667,0.28716694182656094,-1,-0.09148749175801318,-1.1098575358958547,G1,G10,1.7582282360191333,3.305819414096354,-0.02277343760052075
zzall,B2a_path_asym_amt_20d,S1,-0.007444244136781251,-0.45955002816029417,-0.013827612735992463,-0.7463135429800156,0.5083333333333333,120,-0.07266095070699863,-0.09013779978937342,-0.09305941489316238,-1.1223196723786018,0.022060770372910765,0.26560125560315784,-1,-0.09305941489316238,-1.1223196723786018,G1,G10,1.758745667245796,3.308379853506864,-0.02277343760052075
zzall,B3_cond_lead_lag_20d,S1,-0.012552656980173113,-1.4169935611924285,-0.009168602750937433,-0.8809026409200188,0.35833333333333334,120,-0.056097784879684864,-0.09653173842760543,-0.06966397662152324,-1.5233347463787217,0.04457535524007383,0.9766876314580512,-1,-0.06966397662152324,-1.5233347463787217,G1,G10,1.7468138897845569,3.2130127476671673,-0.02277343760052075
zzall,B4_cross_20d,S1,-0.014842456222575396,-2.038743980677573,-0.022943319752479447,-3.088398814064178,0.275,120,-0.047425649318325824,-0.10606880716823464,-0.060573496883800426,-1.608843928772782,0.06339284989602967,1.6858004958113715,-1,-0.060573496883800426,-1.608843928772782,G1,G10,1.7817559054998602,3.442682819203591,-0.02277343760052075
zzall,B5a_corr_decay_20d,S1,-0.015399091772652284,-1.7405892512232783,-0.012892451012662905,-1.3541749824443785,0.325,120,-0.05068989332313356,-0.11051775736845648,-0.05702452795908053,-1.2295568017396894,0.06703304611568273,1.4477923371422419,-1,-0.05702452795908053,-1.2295568017396894,G1,G10,1.7838476356611603,3.4337380773695356,-0.02277343760052075
zzall,B5b_slope_div_20d,S1,-0.0014069649747329492,-0.06713190710431172,0.004317133487210012,0.18584342814975371,0.5083333333333333,120,-0.084983645154179,-0.10234640446796783,-0.09610767953734367,-0.8772623341721958,0.0216417417452055,0.19769658001332238,-1,-0.09610767953734367,-0.8772623341721958,G1,G10,1.7716813598251762,3.3884341471899955,-0.02277343760052075
zzall,B5c_high_vol_ratio_20d,S1,-0.03732563196307371,-2.009743190974855,-0.07302521870003978,-3.713671720566744,0.25833333333333336,120,-0.0073154693503566515,-0.14179718861113555,0.020246835707637967,0.22949060407888325,0.13629662486241934,1.5447232429033748,-1,0.020246835707637967,0.22949060407888325,G1,G10,1.7018692375078779,3.0100461344156266,-0.02277343760052075
zzall,C1_entropy_20d,S1,-0.009521718978122977,-0.4355586787701971,-0.030139502907772654,-1.1571277658583912,0.4583333333333333,120,-0.04555720819677278,-0.10185514421774888,-0.025239428709967537,-0.26474322318521776,0.04666294656119918,0.4946752913750801,-1,-0.025239428709967537,-0.26474322318521776,G1,G10,1.4592667390186227,1.9750494771241462,-0.02277343760052075
zzall,C2_entropy_diff_20d,S1,0.02748988256407286,1.7775617660393497,0.04652988328771953,2.550873221737754,0.7083333333333334,120,-0.11287282064705484,-0.007795252088466653,-0.0023639947564627617,-0.034636424423877855,0.10989754733907175,1.6072791181373476,1,-0.0023639947564627617,-0.034636424423877855,G10,G1,1.7032640132139183,2.974344975122365,-0.02277343760052075
zzall,C3_entropy_std_20d,S1,-0.022742008564416896,-1.5911217027256326,-0.01706038178494069,-1.0213470980897057,0.325,120,-0.06652999308740914,-0.1377272075130095,-0.03797780478329127,-0.5866810674089248,0.08059047162772437,1.232790400902715,-1,-0.03797780478329127,-0.5866810674089248,G1,G10,1.731771970152917,3.2342776344060913,-0.02277343760052075
zzall,A1_tau_20d,S2,0.0030966032253460737,0.2779095792086282,0.013348234466637928,1.3233060178753329,0.5333333333333333,120,-0.13982111037856637,-0.09505914732700271,-0.0762032161695998,-1.569231989685004,0.04686307702995385,0.9658017988095183,1,-0.0762032161695998,-1.569231989685004,G10,G1,1.8320938993115334,3.4686997840279172,-0.02277343760052075
zzall,A1v_tau_vol_20d,S2,-0.0003851214099084686,-0.03490371502980693,0.006297801389873328,0.5830811007954014,0.49166666666666664,120,-0.12072575037268873,-0.09160313464804937,-0.09584729093718836,-1.7979990046051344,0.02532050035190192,0.4765857114375648,1,-0.09584729093718836,-1.7979990046051344,G10,G1,1.8330756829827923,3.4816896842028795,-0.02277343760052075
zzall,A2a_high_tau_ret_std_20d,S2,0.012059077521236944,0.7392176581273795,0.00929844969194843,0.5048429259126862,0.575,120,-0.10807373957822053,-0.02406135814116972,0.008810942938538124,0.10318570291714682,0.07948562318673358,0.9388210700531466,1,0.008810942938538124,0.10318570291714682,G10,G1,1.443507419300523,1.8852838872220026,-0.02277343760052075
zzall,A2b_low_tau_cum_ret_20d,S2,-0.012061816938791721,-0.6569103035479378,-0.018351375793520107,-0.9346574584986397,0.45,120,-0.07496295050171575,-0.12998559435258172,-0.058328884204268294,-0.6109845070658205,0.05502768873817376,0.577989878243395,-1,-0.058328884204268294,-0.6109845070658205,G1,G10,1.73444252777718,3.1547222743744916,-0.02277343760052075
zzall,A2c_high_tau_vol_share_20d,S2,0.015029767541471069,0.9007988136502648,0.03328967668139183,1.8645393191608919,0.6,120,-0.1295500921705045,-0.0682715584963618,-0.05393772020262555,-0.6836371937003196,0.05443542119864819,0.6886150348585992,1,-0.05393772020262555,-0.6836371937003196,G10,G1,1.7084801227463386,3.0118063344796573,-0.02277343760052075
zzall,A2d_high_tau_turnover_20d,S2,0.013391808959186183,0.9433998661388919,0.009467406826788037,0.5408801041893506,0.6083333333333333,120,-0.14615343556206128,-0.08674593685460341,-0.046779705560313745,-0.5910193408417322,0.06297414396080248,0.7946779620665863,1,-0.046779705560313745,-0.5910193408417322,G10,G1,1.6476062900961184,3.02828149108636,-0.02277343760052075
zzall,A3_tort_vol_joint_20d,S2,0.013089280052480739,0.9186439094087194,0.03181327694411743,2.1593917489103935,0.5916666666666667,120,-0.10593017917341929,-0.06301757285895815,-0.07066678088215561,-1.0224993817709416,0.035994589877914596,0.5190710730999964,1,-0.07066678088215561,-1.0224993817709416,G10,G1,1.7149152828836205,3.0131298578324484,-0.02277343760052075
zzall,B1_lead_lag_20d,S2,0.008642444106572481,1.0382020095928208,0.004906845440261289,0.5428562558225942,0.6416666666666667,120,-0.1137862679885453,-0.07670502053311945,-0.08288649619120403,-1.9065128005058416,0.038782703400524365,0.8893275524231716,1,-0.08288649619120403,-1.9065128005058416,G10,G1,1.7864308377502762,3.45329636018548,-0.02277343760052075
zzall,B2_path_asym_20d,S2,-0.00624386036941722,-0.43265693261198995,-0.00975671335807615,-0.5776863402536057,0.48333333333333334,120,-0.07240901212654283,-0.08431041503574699,-0.09449395556459372,-1.4534359681370457,0.020043052080645607,0.3070112427485599,-1,-0.09449395556459372,-1.4534359681370457,G1,G10,1.756785902352101,3.2974647396509997,-0.02277343760052075
zzall,B2a_path_asym_amt_20d,S2,-0.006320531120350584,-0.436491974570686,-0.009751134125103884,-0.5766728144440028,0.48333333333333334,120,-0.07212088558424601,-0.08597249389404515,-0.09267083126662545,-1.4157520831667731,0.02218304740524113,0.3375973040956541,-1,-0.09267083126662545,-1.4157520831667731,G1,G10,1.7568204543117347,3.3003275566418435,-0.02277343760052075
zzall,B3_cond_lead_lag_20d,S2,-0.017601025298656238,-2.235637295985569,-0.0189096779053489,-2.0338953469514727,0.25,120,-0.04369731703000024,-0.10742449856156588,-0.04679866953094114,-1.137551825813884,0.0705790272010387,1.719480819926012,-1,-0.04679866953094114,-1.137551825813884,G1,G10,1.7488250337126838,3.2282086773380807,-0.02277343760052075
zzall,B4_cross_20d,S2,-0.010967522536398683,-1.6067380992071314,-0.014762777736097271,-2.1016809871078155,0.35833333333333334,120,-0.06016580993809528,-0.10136662181293266,-0.07570245608516069,-2.0663001617643917,0.04651348678042089,1.2764401146447582,-1,-0.07570245608516069,-2.0663001617643917,G1,G10,1.781324942583574,3.4444488420549098,-0.02277343760052075
zzall,B5a_corr_decay_20d,S2,-0.011303211162498963,-1.3999224726170088,-0.0072524721288082135,-0.8699666025173275,0.35833333333333334,120,-0.05648342690658048,-0.10417876942837645,-0.0691957411958144,-1.5991180107369882,0.05347925756594751,1.2381501714063683,-1,-0.0691957411958144,-1.5991180107369882,G1,G10,1.7832122297921076,3.4358595953109705,-0.02277343760052075
zzall,B5b_slope_div_20d,S2,0.00016506840991320238,0.009011843953293418,0.004667656449260793,0.2282621088173407,0.5,120,-0.08323467257647843,-0.09059503217504417,-0.10339690094025045,-1.1637756973122846,0.013624388900539852,0.15354982559441732,-1,-0.10339690094025045,-1.1637756973122846,G1,G10,1.7720809802232433,3.392706396399758,-0.02277343760052075
zzall,B5c_high_vol_ratio_20d,S2,-0.011772216235582588,-0.9567657072761042,-0.030686487864441666,-2.441750614574541,0.4,120,-0.06608781007737519,-0.10887980875923364,-0.07080209712957009,-1.1117220016757237,0.041409051335396185,0.6508704336607745,-1,-0.07080209712957009,-1.1117220016757237,G1,G10,1.7300039784895989,3.161909925878429,-0.02277343760052075
zzall,C1_entropy_20d,S2,0.006299070696449286,0.319158364533449,-0.00980740489847582,-0.4130535245698687,0.5666666666666667,120,-0.07252204877742574,-0.07181428658849176,-0.06497812990229046,-0.7942459756512539,0.008494900503709601,0.1037048493847731,1,-0.06497812990229046,-0.7942459756512539,G10,G1,1.5004617036714027,2.0956760243243946,-0.02277343760052075
zzall,C2_entropy_diff_20d,S2,0.014142839801443896,1.1018260981091805,0.025334935588638863,1.6623264582304416,0.6333333333333333,120,-0.08731561625486539,-0.03707157387189719,-0.05839038653454587,-0.9705857051339017,0.050498571691723004,0.8400035065684578,1,-0.05839038653454587,-0.9705857051339017,G10,G1,1.7158056833136162,3.0378156640784297,-0.02277343760052075
zzall,C3_entropy_std_20d,S2,-0.01643055078095051,-1.0912311796555916,-0.0013364514460213884,-0.0705148059795359,0.375,120,-0.08138050735854274,-0.1218549357937686,-0.06260410245732073,-0.8256460881017391,0.05112633961290647,0.6732630818012638,-1,-0.06260410245732073,-0.8256460881017391,G1,G10,1.7230551672735643,3.1783925608676458,-0.02277343760052075
