ic_mean,ic_std,icir,rankic_mean,rankic_std,rankicir,ic_win_rate,t_stat,n_months
-0.011303211162498963,0.027969743189462975,-1.3999224726170088,-0.0072524721288082135,0.028878465382980827,-0.8699666025173275,0.35833333333333334,-4.426943561124447,120
