,mean,std,count,icir
2016,0.014364334088502915,0.03953416070184775,6,1.2586459920479756
2017,-0.025218890578465533,0.08613438160875005,12,-1.014238425506617
2018,-0.03308709672872844,0.05156486990996105,12,-2.222774253447038
2019,-0.028978122983543398,0.0431962623115686,12,-2.323885384038634
2020,-0.011073008340018628,0.03849235278803789,12,-0.9965103013139981
2021,0.02412409847148367,0.028428472755853692,12,2.939599647033494
2022,-8.828865741806272e-05,0.04416122047589078,12,-0.0069255531768471984
2023,0.015649137366312165,0.02215667781275513,12,2.446675556880955
2024,-0.010225610540502618,0.06453559845942593,12,-0.5488839467630446
2025,-0.0033576560645198123,0.04787112665136185,12,-0.2429702956625373
2026,-0.01651115508292884,0.11950981777842239,6,-0.47859096477419777
