year,n_months,rankic_mean,rankic_std,rankicir,win_rate,ic_mean
2016,6,0.03186798205534482,0.040803892616077,2.70547541009862,0.8333333333333334,0.025867848971149812
2017,12,-0.01692139879483315,0.09190407350225621,-0.6378111726911924,0.4166666666666667,-0.01896411304570202
2018,12,-0.022844711979551968,0.03904599506970883,-2.026748288126363,0.25,-0.01666060471458909
2019,12,-0.03210721627170582,0.05348751350980892,-2.0794135387130406,0.25,-0.026921309636442375
2020,12,-0.03475113440716646,0.05727498129033791,-2.1018158036141075,0.3333333333333333,-0.012930273405376452
2021,12,0.023523853070715403,0.044929473478141,1.8137096010300306,0.75,0.022733323281396
2022,12,-0.019560229249773527,0.05535996323133119,-1.223964355855225,0.4166666666666667,-0.02412804735703093
2023,12,0.015936328876059582,0.05744552736012599,0.96099844732635,0.5,0.02313419331508777
2024,12,0.00886987879173078,0.08732015397425816,0.35187937778452305,0.6666666666666666,0.015651163748604622
2025,12,-0.015148103182049157,0.059258108497909176,-0.8855255429062728,0.4166666666666667,0.0073076070790705815
2026,6,-0.034835695871979065,0.06877268951537327,-1.7546847620027286,0.3333333333333333,-0.03995136736193095
