year,n_months,g1_ann,gN_ann,bench_ann,ann_excess,excess_maxdd,ir,win_rate,pl_ratio,ls_ann
2016,6,,,,,-0.0765969989362999,-2.009474997645389,0.3333333333333333,0.24405630982727622,
2017,12,-0.221419905014697,-0.3482479762159022,0.002859362588019332,-0.35110733880392153,-0.34415109754640794,-6.451362933362899,0.0,,-0.16796944388574286
2018,12,-0.23013373739145737,-0.3990489496986348,-0.23506576116909061,-0.1639831885295442,-0.2413267606876912,-2.4160955607062666,0.25,0.4152820747029738,-0.22291611889514495
2019,12,0.13760974525032355,0.04105165069378969,0.19261322210251897,-0.15156157140872928,-0.14739167507632334,-1.7052277154297486,0.3333333333333333,0.4411484343908447,-0.09863650903213672
2020,12,-0.0993253733449867,-0.17082252936590325,0.14406132727068166,-0.3148838566365849,-0.25694930088697954,-3.3048888004268275,0.16666666666666666,0.24211711989114615,-0.0907605821911589
2021,12,0.1707793521356611,-0.0068179977409690284,-0.09465316897595921,0.08783517123499018,-0.05668740494942959,0.8304172409725415,0.5833333333333334,1.371107582343095,-0.1555591215499672
2022,12,-0.02354526039898419,-0.20541248449492466,-0.11077683880020706,-0.09463564569471761,-0.12658395136665634,-0.8542031422430665,0.4166666666666667,0.7581191962524455,-0.18769883126651
2023,12,-0.22469524723497247,-0.31881624603080694,-0.25271862213622487,-0.06609762389458207,-0.11375045221787128,-0.610323079547678,0.5,0.605393879810035,-0.1196004726622365
2024,12,0.11483432137990923,0.0024381932624581992,0.11434797450486012,-0.11190978124240192,-0.12465383712470568,-0.8768173415003468,0.3333333333333333,1.0157906823256382,-0.1113583492158503
2025,12,0.20762427961015684,0.26853420752484336,0.24212967510192374,0.026404532422919624,-0.04873444607212096,0.3781461600255177,0.6666666666666666,0.6570437471368225,0.051452564667257006
2026,6,,,,,-0.1388464685196218,-0.8353554082591051,0.5,0.4717801002100936,
