year,n_months,rankic_mean,rankic_std,rankicir,win_rate,ic_mean
2016,6,-0.03538168156719959,0.06767315228991037,-1.8111427666049416,0.3333333333333333,-0.0650891724833104
2017,12,-0.0017945522720280462,0.08025072955273607,-0.0774636125880495,0.5833333333333334,-0.00398839557929812
2018,12,-0.009119747310318642,0.056072335107063324,-0.5634103043328303,0.5,-0.01061510578637125
2019,12,-0.018970453760751425,0.07252207994011223,-0.9061458188565766,0.4166666666666667,-0.009976208375046909
2020,12,-0.01507034821353896,0.06162083639619659,-0.8472007301483324,0.5,-0.014060641314346969
2021,12,0.020930156042210563,0.08181666657232844,0.8861787015828971,0.75,0.013914038077897263
2022,12,0.008578289645080442,0.05268904245982427,0.5639895057364408,0.5833333333333334,-0.0002598260620581931
2023,12,0.0010325992436053262,0.07495046287383654,0.04772523838290919,0.5833333333333334,0.018379030467206518
2024,12,0.01728538312331424,0.07872291653179063,0.7606212553312491,0.5833333333333334,0.027889563512494688
2025,12,-0.011857334311388806,0.06101128712375948,-0.6732362629228081,0.5,-0.0008423115690930416
2026,6,0.011740132591321112,0.06946014234761026,0.5855014242268689,0.5,0.000938857584235069
