ic_mean,ic_std,icir,rankic_mean,rankic_std,rankicir,ic_win_rate,t_stat,n_months
0.02018162790413946,0.048494026802466665,1.4416457949266985,0.019211715004091526,0.049682820852450994,1.3395240413760952,0.6833333333333333,4.558884291172383,120
