year,n_months,g1_ann,gN_ann,bench_ann,ann_excess,excess_maxdd,ir,win_rate,pl_ratio,ls_ann
2016,6,,,,,0.0,6.246164304409731,1.0,,
2017,12,-0.10272221991961861,-0.1364721404861915,-0.0511146318616541,-0.08535750862453739,-0.09361656676057217,-3.9325383161940644,0.08333333333333333,0.3887095939472788,-0.041548545322784625
2018,12,-0.2917015287280986,-0.2488603823166209,-0.27987957222849225,0.03101918991187136,-0.020414917853454062,1.1665729731996335,0.6666666666666666,1.115872938338658,0.05316034927137925
2019,12,0.12302773732230521,0.13695010472393454,0.21148937490818254,-0.074539270184248,-0.10715121400250294,-0.8635377392380567,0.25,1.565992240210016,0.017604611650934077
2020,12,-0.08901316161615902,-0.020777805497666946,0.07969758041170594,-0.10047538590937288,-0.043261982720185777,-1.0180349732491845,0.4166666666666667,0.568082915810787,0.07092904625406393
2021,12,0.0338230720340873,0.13393575892815313,-0.000766836873308363,0.1347025958014615,-0.030090217748613313,1.9176971483689913,0.6666666666666666,2.0357291171970093,0.09517959578610968
2022,12,-0.10928442094392443,-0.061922314409834756,-0.10382021613593906,0.0418979017261043,-0.03996205235508421,0.5164843429467679,0.5,1.4708081549682548,0.04381645656185129
2023,12,-0.24156424512617736,-0.22455207732768256,-0.28020958864022805,0.05565751131254548,-0.011164574473528921,1.6412649379169995,0.6666666666666666,2.0620543104315523,0.021381286372189612
2024,12,0.18307627981472696,0.02276353322867264,0.121362559016851,-0.09859902578817836,-0.08170686579401587,-1.8485769834253105,0.3333333333333333,0.5304339815839997,-0.13777828197082842
2025,12,0.1662947056015538,0.3566894355164605,0.35270501764150897,0.003984417874951518,-0.05651467409266686,0.016339716265098638,0.6666666666666666,0.5067430648319954,0.16769447842051788
2026,6,,,,,-0.03836040796128015,0.3510961349813082,0.5,1.302030647163235,
