universe,factor,factor_short,variant,n_months,rankic_mean,rankicir,win_rate,rankicir_h1,rankicir_h2,half_diff,half_mag_diff,rankic_mean_pre2025,rankicir_pre2025,rankic_mean_recent,rankicir_recent,win_rate_recent,trend_slope_ann,trend_pval,cum_rankic_dd
zz500,B4_cross_20d,B4,S1,120,-0.01547319634411705,-1.0754811628541934,0.4166666666666667,-1.8177033177826876,-0.28547545088797494,1.5322278668947127,-1.5322278668947127,-0.018605547214030047,-1.2963533651798593,0.0022767919187232618,0.1641247962403813,0.5,0.0046635043690969385,5.799249827292947e-20,-1.8880901667316472
