,ann_ret,vol,sharpe,max_dd
G1,-0.14801471874059036,0.23766447855329006,-0.6227885615956779,-0.8324766357444068
G2,-0.061633621356004364,0.21487202892413082,-0.28683873682677696,-0.6216535036695477
G3,-0.03599303996206249,0.20345379696451932,-0.17691014126582943,-0.551323452716638
G4,-0.03948368961108484,0.20447085208125584,-0.19310180013038822,-0.5496263757412416
G5,-0.03493151083062762,0.199588506390732,-0.1750176473701478,-0.5070324301323912
G6,-0.03861826966343662,0.20210259463613972,-0.19108250308692945,-0.5245940797912485
G7,-0.04167158018312278,0.20673665719024822,-0.2015684143754668,-0.5510474131938818
G8,-0.04361871508194559,0.20516845300171796,-0.21259952221592446,-0.5684486132602248
G9,-0.038445726012677484,0.21502188608121267,-0.17879912930424546,-0.5415198823522367
G10,-0.08849396416154309,0.24096477870090663,-0.36724854411766417,-0.6821908568959125
LS,-0.05157126594906658,0.08062592636464247,-0.6396362593817283,-0.4148645412407481
LS_gross,0.06297414396080248,0.07924486014062368,0.7946779620665863,-0.11314526198387165
BENCH,-0.02277343760052075,0.18072740411243016,-0.12600987499578892,-0.4592884021930702
