year,n_months,rankic_mean,rankic_std,rankicir,win_rate,ic_mean
2016,6,0.038226429912791265,0.028959517110598076,4.572598261777979,1.0,0.0141551248949461
2017,12,0.05659966358284548,0.05865205523896383,3.3428834715980598,0.75,0.03854337449790888
2018,12,0.059204697847584566,0.03040236431386693,6.745892764136624,1.0,0.04884808898325685
2019,12,0.010217966444121615,0.0474558357290172,0.7458740009263367,0.6666666666666666,-0.007365391431649001
2020,12,0.05063955391885561,0.04822201943144804,3.637768857223811,0.8333333333333334,0.03749909990361405
2021,12,0.027818113205541253,0.050611961079772005,1.9039920372481733,0.75,0.002219891998469162
2022,12,0.019180259850163722,0.06086208683489701,1.0916873308329833,0.6666666666666666,-0.0024599604725667663
2023,12,0.04188198665869338,0.027479370863098623,5.27972268187503,0.9166666666666666,0.022826792187960854
2024,12,0.005788132012751576,0.06725522114013467,0.298128191597574,0.5833333333333334,-0.011777901332473528
2025,12,0.0263286738886266,0.05390319895293131,1.6920183498138526,0.75,0.001525165284721584
2026,6,0.0027210141511897676,0.031879497851518356,0.2956718314651943,0.6666666666666666,-0.012087843083815492
