year,n_months,g1_ann,gN_ann,long_group,short_group,long_ann,short_ann,bench_ann,ann_excess,excess_maxdd,ir,win_rate,pl_ratio,ls_ann
2016,6,,,G5,G1,,,,,-0.03928068538009122,-2.873377089663282,0.16666666666666666,0.25056038233953776,
2017,12,-0.004049461661175258,0.08264247301418304,G5,G1,0.08264247301418304,-0.004049461661175258,0.2202060264077017,-0.13756355339351867,-0.1166148778912589,-2.999386593159466,0.25,0.3475650032013624,-0.0164589147793881
2018,12,-0.3216036403252497,-0.21966380550338604,G5,G1,-0.21966380550338604,-0.3216036403252497,-0.18314752676606916,-0.03651627873731689,-0.0918872791754981,-0.7281861246989834,0.5,0.567041616306689,0.05220669965433644
2019,12,0.13044112886864134,0.14194334069867698,G5,G1,0.14194334069867698,0.13044112886864134,0.16232178671069986,-0.020378446012022877,-0.049016908004521964,-0.2982334747569497,0.5833333333333334,0.5712864222338572,-0.08900336700078593
2020,12,0.043196643603269136,0.18725300364041408,G5,G1,0.18725300364041408,0.043196643603269136,0.23508280769062018,-0.04782980405020609,-0.03387147934592394,-1.1809021187159454,0.3333333333333333,0.8667417597977694,0.024978507065550826
2021,12,-0.21725168324918798,-0.21157652419978634,G5,G1,-0.21157652419978634,-0.21725168324918798,-0.2096455942527421,-0.0019309299470442465,-0.04019574436753415,-0.06078870292665796,0.5,0.9558254480472417,-0.0837839053636581
2022,12,-0.14037042094251018,-0.11613195853422309,G5,G1,-0.11613195853422309,-0.14037042094251018,-0.13542302220970692,0.019291063675483833,-0.0484484361443136,0.2499868450527814,0.3333333333333333,2.439330285936673,-0.0686859095786303
2023,12,-0.30230253356865033,-0.25882907864743543,G5,G1,-0.25882907864743543,-0.30230253356865033,-0.25142872060334565,-0.007400358044089783,-0.04236582110927656,-0.13660053214482631,0.3333333333333333,1.7956416821057986,-0.02685466607542597
2024,12,0.11838237736829527,0.1232334554828185,G5,G1,0.1232334554828185,0.11838237736829527,0.12128508049726561,0.001948374985552892,-0.022383453570900214,0.06397103379309364,0.3333333333333333,2.104772039195367,-0.09852616253630464
2025,12,0.11657397575226991,0.08219947991532606,G5,G1,0.08219947991532606,0.11657397575226991,0.164917458828177,-0.08271797891285093,-0.06871767203102186,-1.4202570876796556,0.4166666666666667,0.4386974755827077,-0.11596637896369932
2026,6,,,G5,G1,,,,,-0.1072533147975937,0.0016161171321697376,0.5,1.0013142820673053,
