,ann_ret,vol,sharpe,max_dd
G1,-0.060601549569063606,0.19069819460817503,-0.31778774672503207,-0.5746286341580074
G2,-0.06466457632397993,0.17882332995801234,-0.361611520930536,-0.573983825081274
G3,-0.07558514625240942,0.18310532350550646,-0.41279600617475426,-0.5798065100581962
G4,-0.06389020719286509,0.18838380164837157,-0.3391491552555011,-0.5858504274606537
G5,-0.04763510753212741,0.1757986565846881,-0.27096400198701165,-0.550245711421981
LS,-0.09598623919516003,0.07885048753860818,-1.217319539694178,-0.6290342491148773
LS_gross,0.005632648697643461,0.07896671992125093,0.07132939931227465,-0.1530849803961396
LS_effective,-0.09598623919516003,0.07885048753860818,-1.217319539694178,-0.6290342491148773
LS_raw_gross_GN_minus_G1,0.005632648697643461,0.07896671992125093,0.07132939931227465,-0.1530849803961396
BENCH,-0.0034218499165417082,0.17165738138617548,-0.019934184530309332,-0.4915663893780754
