,mean,std,count,icir
2016,0.09090143369677846,0.12953899908607935,6,2.4308648785999996
2017,0.06261248805624085,0.09048642384826047,12,2.3970006966695583
2018,0.06978637535437404,0.08383404752903188,12,2.883638601559578
2019,-0.0046535943930845645,0.1176565679193113,12,-0.13701337832950958
2020,0.04221803661926965,0.11096561587910642,12,1.3179539236738795
2021,0.00025031069070804063,0.10351300493418435,12,0.00837674134297706
2022,0.009004128459471065,0.12132065802706736,12,0.2570973191754581
2023,0.054735419111127614,0.07992926423491166,12,2.3722106735630537
2024,0.01783130774086938,0.14763208031582842,12,0.4184013516101712
2025,-0.029964825401283892,0.15353781289444599,12,-0.676062776413713
2026,0.004751626180009516,0.17714633139369007,6,0.0929181868752384
