ic_mean,ic_std,icir,rankic_mean,rankic_std,rankicir,ic_win_rate,t_stat,n_months
-0.0003851214099084686,0.038222283700997624,-0.03490371502980693,0.006297801389873328,0.037415419461746764,0.5830811007954014,0.49166666666666664,-0.11037523829564176,120
