year,n_months,g1_ann,gN_ann,long_group,short_group,long_ann,short_ann,bench_ann,ann_excess,excess_maxdd,ir,win_rate,pl_ratio,ls_ann
2016,6,,,G10,G1,,,,,-0.07118576328308623,-1.8815990085965053,0.5,0.12038055661994965,
2017,12,-0.2837832535349115,-0.24367846984479458,G10,G1,-0.24367846984479458,-0.2837832535349115,0.002859362588019332,-0.2465378324328139,-0.23676573740059226,-3.4103358618705775,0.16666666666666666,0.2566297162753818,-0.082768392138444
2018,12,-0.2887271705385386,-0.29401629984280475,G10,G1,-0.29401629984280475,-0.2887271705385386,-0.23506576116909061,-0.05895053867371414,-0.15391144409406754,-0.6716422007390743,0.4166666666666667,0.8108481513863737,-0.13198479336634583
2019,12,0.10696958489617314,0.10055702795328925,G10,G1,0.10055702795328925,0.10696958489617314,0.19261322210251897,-0.09205619414922972,-0.11837139315599465,-0.9603716386130441,0.3333333333333333,1.013161065937025,-0.1298804121067153
2020,12,-0.051783620098899474,-0.050535524149631805,G10,G1,-0.050535524149631805,-0.051783620098899474,0.14406132727068166,-0.19459685142031347,-0.18024261722399704,-1.8332898210547486,0.3333333333333333,0.5053897036643961,-0.13103674817166266
2021,12,-0.05690296419706398,-0.03184018004072664,G10,G1,-0.03184018004072664,-0.05690296419706398,-0.09465316897595921,0.06281298893523257,-0.03372430293923856,0.7586432573906564,0.5,1.9419646808896571,-0.10000791592654246
2022,12,-0.10631194769511798,-0.11000218532258488,G10,G1,-0.11000218532258488,-0.10631194769511798,-0.11077683880020706,0.0007746534776221781,-0.0632605908602124,0.14384160553830025,0.4166666666666667,1.549834249716186,-0.13162496942849877
2023,12,-0.33571786036121587,-0.35126202504529136,G10,G1,-0.35126202504529136,-0.33571786036121587,-0.25271862213622487,-0.09854340290906649,-0.15027422697783477,-0.655436977192602,0.4166666666666667,0.745084132479278,-0.13998497212425598
2024,12,0.09583386213108436,0.0304276231721492,G10,G1,0.0304276231721492,0.09583386213108436,0.11434797450486012,-0.08392035133271092,-0.11390225369746043,-0.7010509806050969,0.4166666666666667,0.8413400080134538,-0.17482608856974924
2025,12,0.25709346118401744,0.3567488890672772,G10,G1,0.3567488890672772,0.25709346118401744,0.24212967510192374,0.11461921396535346,-0.025986011573881584,1.6500444510969199,0.5833333333333334,2.5920001400247874,-0.04750801677271621
2026,6,,,G10,G1,,,,,-0.0698375106414183,-0.3237683709440231,0.5,0.7917699083644991,
