ic_mean,ic_std,icir,rankic_mean,rankic_std,rankicir,ic_win_rate,t_stat,n_months
-0.011772216235582588,0.04262292530480941,-0.9567657072761042,-0.030686487864441666,0.043534794888395976,-2.441750614574541,0.4,-3.025558822134424,120
